timestamp,timestamp_unix,open,high,low,close,volume
2020-01-17,1.579219e+09,8720.15000000,9041.65000000,8672.44000000,8913.28000000,70897.73737700
2020-01-18,1.579306e+09,8913.27000000,8988.88000000,8806.38000000,8915.96000000,38294.74654500
2020-01-19,1.579392e+09,8915.09000000,9198.98000000,8466.00000000,8701.70000000,70676.88925900
2020-01-20,1.579478e+09,8701.72000000,8746.99000000,8521.28000000,8642.35000000,38896.63974600
2020-01-21,1.579565e+09,8642.35000000,8789.00000000,8488.00000000,8736.03000000,36494.68765900
2020-01-22,1.579651e+09,8736.04000000,8818.00000000,8590.00000000,8682.36000000,29080.55713800
2020-01-23,1.579738e+09,8682.77000000,8691.81000000,8306.39000000,8404.52000000,48165.94459700
2020-01-24,1.579824e+09,8404.52000000,8528.02000000,8238.00000000,8439.00000000,41687.52952900
2020-01-25,1.579910e+09,8438.99000000,8451.26000000,8254.90000000,8340.58000000,25521.15793200
2020-01-26,1.579997e+09,8340.01000000,8618.13000000,8293.66000000,8615.00000000,31130.48516400
2020-01-27,1.580083e+09,8614.39000000,9000.00000000,8535.00000000,8907.57000000,53973.54299600
2020-01-28,1.580170e+09,8907.57000000,9400.00000000,8862.40000000,9374.21000000,74584.85376500
2020-01-29,1.580256e+09,9375.34000000,9449.24000000,9216.00000000,9301.53000000,53864.06512200
2020-01-30,1.580342e+09,9301.57000000,9578.00000000,9204.44000000,9513.21000000,60626.74425900
2020-01-31,1.580429e+09,9511.52000000,9530.22000000,9210.01000000,9352.89000000,45552.02235200
2020-02-01,1.580515e+09,9351.71000000,9464.53000000,9281.00000000,9384.61000000,28578.06735400
2020-02-02,1.580602e+09,9384.41000000,9477.03000000,9120.00000000,9331.51000000,45690.91254000
2020-02-03,1.580688e+09,9331.59000000,9618.79000000,9234.00000000,9292.24000000,50892.13345100
2020-02-04,1.580774e+09,9291.35000000,9350.00000000,9093.01000000,9197.02000000,53308.17526600
2020-02-05,1.580861e+09,9197.02000000,9744.45000000,9177.22000000,9612.04000000,64870.41561500
2020-02-06,1.580947e+09,9612.03000000,9862.57000000,9526.35000000,9772.00000000,64949.70658800
2020-02-07,1.581034e+09,9772.00000000,9885.00000000,9730.00000000,9813.73000000,43966.11463200
2020-02-08,1.581120e+09,9813.87000000,9940.00000000,9667.11000000,9895.05000000,43600.84366600
2020-02-09,1.581206e+09,9895.04000000,10166.00000000,9880.75000000,10151.75000000,43408.47561600
2020-02-10,1.581293e+09,10151.72000000,10188.00000000,9756.00000000,9851.83000000,59573.08461900
2020-02-11,1.581379e+09,9851.74000000,10323.59000000,9700.00000000,10223.08000000,62422.39522400
2020-02-12,1.581466e+09,10223.08000000,10450.00000000,10223.08000000,10326.46000000,61008.06393000
2020-02-13,1.581552e+09,10325.33000000,10500.00000000,10080.00000000,10229.63000000,79344.35875900
2020-02-14,1.581638e+09,10227.78000000,10381.56000000,10111.37000000,10344.36000000,47038.48017300
2020-02-15,1.581725e+09,10344.36000000,10375.00000000,9801.00000000,9904.72000000,57657.20294700
2020-02-16,1.581811e+09,9904.46000000,10050.00000000,9638.12000000,9917.27000000,60023.99953700
2020-02-17,1.581898e+09,9910.70000000,9964.16000000,9452.67000000,9706.00000000,70261.01190100
2020-02-18,1.581984e+09,9706.00000000,10250.00000000,9576.01000000,10164.71000000,70604.12401900
2020-02-19,1.582070e+09,10164.78000000,10250.00000000,9350.00000000,9593.79000000,55162.58689500
2020-02-20,1.582157e+09,9594.65000000,9699.00000000,9400.00000000,9596.42000000,60152.34291400
2020-02-21,1.582243e+09,9597.21000000,9755.51000000,9550.21000000,9677.05000000,42181.55452400
2020-02-22,1.582330e+09,9677.05000000,9709.17000000,9560.02000000,9650.86000000,24636.75762300
2020-02-23,1.582416e+09,9650.85000000,9990.00000000,9645.00000000,9936.40000000,37702.08984300
2020-02-24,1.582502e+09,9936.40000000,9990.00000000,9473.56000000,9656.13000000,55796.59612000
2020-02-25,1.582589e+09,9655.52000000,9675.00000000,9250.00000000,9315.84000000,54379.34455200
2020-02-26,1.582675e+09,9316.48000000,9377.44000000,8633.63000000,8785.25000000,92130.34548200
2020-02-27,1.582762e+09,8786.00000000,8971.77000000,8531.00000000,8823.21000000,72483.57876200
2020-02-28,1.582848e+09,8823.25000000,8900.00000000,8445.00000000,8692.91000000,71155.20897700
2020-02-29,1.582934e+09,8690.80000000,8790.00000000,8523.55000000,8523.61000000,36748.18303500
2020-03-01,1.583021e+09,8523.61000000,8750.00000000,8411.00000000,8531.88000000,43892.20177900
2020-03-02,1.583107e+09,8530.30000000,8965.75000000,8498.00000000,8915.24000000,60401.31773000
2020-03-03,1.583194e+09,8911.18000000,8919.65000000,8651.00000000,8760.07000000,55154.99728200
2020-03-04,1.583280e+09,8760.07000000,8848.29000000,8660.00000000,8750.87000000,38696.48257800
2020-03-05,1.583366e+09,8750.99000000,9159.42000000,8746.54000000,9054.68000000,58201.86635500
2020-03-06,1.583453e+09,9054.64000000,9170.00000000,8985.50000000,9131.88000000,43782.94804400
2020-03-07,1.583539e+09,9130.89000000,9188.00000000,8835.00000000,8886.66000000,45422.20452500
2020-03-08,1.583626e+09,8885.25000000,8886.76000000,8000.00000000,8033.31000000,77537.31516600
2020-03-09,1.583712e+09,8034.76000000,8179.31000000,7632.01000000,7929.87000000,116968.86326800
2020-03-10,1.583798e+09,7929.87000000,8149.00000000,7728.01000000,7894.56000000,86783.44387500
2020-03-11,1.583885e+09,7894.57000000,7980.00000000,7590.00000000,7934.52000000,79942.41117200
2020-03-12,1.583971e+09,7934.58000000,7966.17000000,4410.00000000,4800.00000000,261505.60865300
2020-03-13,1.584058e+09,4800.01000000,5955.00000000,3782.13000000,5578.60000000,402201.67376400
2020-03-14,1.584144e+09,5576.05000000,5640.52000000,5055.13000000,5172.06000000,136910.13597400
2020-03-15,1.584230e+09,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.14653400
2020-03-16,1.584317e+09,5360.33000000,5365.42000000,4442.12000000,5028.97000000,227276.92276000
2020-03-17,1.584403e+09,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.92631800
2020-03-18,1.584490e+09,5312.64000000,5436.17000000,5009.37000000,5393.04000000,137127.63489400
2020-03-19,1.584576e+09,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.87343900
2020-03-20,1.584662e+09,6162.05000000,6900.00000000,5670.00000000,6208.36000000,219298.32951400
2020-03-21,1.584749e+09,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.66836300
2020-03-22,1.584835e+09,6187.04000000,6407.87000000,5734.01000000,5816.19000000,119115.99052700
2020-03-23,1.584922e+09,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.21578500
2020-03-24,1.585008e+09,6465.25000000,6833.00000000,6371.33000000,6744.72000000,151138.00987800
2020-03-25,1.585094e+09,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.73498900
2020-03-26,1.585181e+09,6677.42000000,6780.00000000,6510.00000000,6737.36000000,83026.55521100
2020-03-27,1.585267e+09,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.96835400
2020-03-28,1.585354e+09,6359.11000000,6360.00000000,6024.00000000,6236.65000000,93159.69342900
2020-03-29,1.585440e+09,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.62771400
2020-03-30,1.585526e+09,5880.50000000,6599.00000000,5857.76000000,6394.38000000,118889.54999200
2020-03-31,1.585613e+09,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.59525900
2020-04-01,1.585699e+09,6412.14000000,6679.94000000,6150.11000000,6642.92000000,97500.75240000
2020-04-02,1.585786e+09,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.90687100
2020-04-03,1.585872e+09,6793.86000000,7048.00000000,6602.10000000,6734.10000000,104080.27693900
2020-04-04,1.585958e+09,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.86113900
2020-04-05,1.586045e+09,6857.41000000,6895.54000000,6677.52000000,6772.78000000,49685.35698300
2020-04-06,1.586131e+09,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.00083200
2020-04-07,1.586218e+09,7329.90000000,7459.69000000,7077.00000000,7197.32000000,103585.16891800
2020-04-08,1.586304e+09,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.14583800
2020-04-09,1.586390e+09,7360.26000000,7371.92000000,7108.08000000,7283.54000000,61094.87241700
2020-04-10,1.586477e+09,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.62337500
2020-04-11,1.586563e+09,6858.92000000,6944.30000000,6760.00000000,6876.83000000,45470.29320600
2020-04-12,1.586650e+09,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.66650100
2020-04-13,1.586736e+09,6903.79000000,6903.79000000,6575.00000000,6837.91000000,96415.47657300
2020-04-14,1.586822e+09,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.62328500
2020-04-15,1.586909e+09,6868.57000000,6933.00000000,6605.00000000,6621.24000000,61571.38499400
2020-04-16,1.586995e+09,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.85753900
2020-04-17,1.587082e+09,7101.99000000,7148.12000000,6972.98000000,7027.55000000,54126.50976300
2020-04-18,1.587168e+09,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.54281900
2020-04-19,1.587254e+09,7248.60000000,7266.15000000,7055.60000000,7120.74000000,45664.86393000
2020-04-20,1.587341e+09,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.49137000
2020-04-21,1.587427e+09,6828.98000000,6940.00000000,6762.00000000,6841.37000000,60109.71080800
2020-04-22,1.587514e+09,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.37733400
2020-04-23,1.587600e+09,7125.12000000,7738.00000000,7020.00000000,7482.39000000,102773.56956100
2020-04-24,1.587686e+09,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.11993900
2020-04-25,1.587773e+09,7505.00000000,7705.00000000,7431.07000000,7538.67000000,43874.42772600
2020-04-26,1.587859e+09,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.61620900
2020-04-27,1.587946e+09,7693.10000000,7792.02000000,7606.00000000,7774.62000000,65441.33957600
2020-04-28,1.588032e+09,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.75263800
2020-04-29,1.588118e+09,7738.58000000,8952.89000000,7710.05000000,8778.57000000,183546.88751400
2020-04-30,1.588205e+09,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.21412400
2020-05-01,1.588291e+09,8620.00000000,9059.18000000,8613.56000000,8826.96000000,91468.81505900
2020-05-02,1.588378e+09,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.08755000
2020-05-03,1.588464e+09,8972.58000000,9200.00000000,8712.00000000,8894.16000000,90126.06564300
2020-05-04,1.588550e+09,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.51233100
2020-05-05,1.588637e+09,8871.92000000,9118.58000000,8760.00000000,9021.83000000,76480.76534200
2020-05-06,1.588723e+09,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.30242000
2020-05-07,1.588810e+09,9143.40000000,10067.00000000,9021.00000000,9986.40000000,147154.61137800
2020-05-08,1.588896e+09,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.79640000
2020-05-09,1.588982e+09,9800.02000000,9914.25000000,9520.00000000,9539.40000000,81950.67956700
2020-05-10,1.589069e+09,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800
2020-05-11,1.589155e+09,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.25183200
2020-05-12,1.589242e+09,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600
2020-05-13,1.589328e+09,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.27401800
2020-05-14,1.589414e+09,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000
2020-05-15,1.589501e+09,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.76151600
2020-05-16,1.589587e+09,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200
2020-05-17,1.589674e+09,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.76432300
2020-05-18,1.589760e+09,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300
2020-05-19,1.589846e+09,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.76045400
2020-05-20,1.589933e+09,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000
2020-05-21,1.590019e+09,9511.43000000,9578.47000000,8815.00000000,9068.65000000,108928.78096900
2020-05-22,1.590106e+09,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.13102400
2020-05-23,1.590192e+09,9170.00000000,9307.85000000,9070.00000000,9179.15000000,43526.29696600
2020-05-24,1.590278e+09,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.86645000
2020-05-25,1.590365e+09,8718.14000000,8979.66000000,8642.72000000,8900.35000000,62833.91094900
2020-05-26,1.590451e+09,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.77013800
2020-05-27,1.590538e+09,8841.00000000,9225.00000000,8811.73000000,9204.07000000,68910.35551400
2020-05-28,1.590624e+09,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.78766200
2020-05-29,1.590710e+09,9575.87000000,9605.26000000,9330.00000000,9427.07000000,57374.36296100
2020-05-30,1.590797e+09,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.27254000
2020-05-31,1.590883e+09,9697.72000000,9700.00000000,9381.41000000,9448.27000000,48333.78640300
2020-06-01,1.590970e+09,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.12696000
2020-06-02,1.591056e+09,10202.71000000,10228.99000000,9266.00000000,9518.04000000,108970.77315100
2020-06-03,1.591142e+09,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.64493900
2020-06-04,1.591229e+09,9666.32000000,9881.63000000,9450.00000000,9789.06000000,57456.10096900
2020-06-05,1.591315e+09,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.05005000
2020-06-06,1.591402e+09,9621.17000000,9735.00000000,9531.05000000,9666.30000000,32752.95089300
2020-06-07,1.591488e+09,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.84838500
2020-06-08,1.591574e+09,9746.99000000,9800.00000000,9633.00000000,9782.01000000,40664.66412500
2020-06-09,1.591661e+09,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900
2020-06-10,1.591747e+09,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.76298200
2020-06-11,1.591834e+09,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000
2020-06-12,1.591920e+09,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.06693200
2020-06-13,1.592006e+09,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100
2020-06-14,1.592093e+09,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.50660800
2020-06-15,1.592179e+09,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700
2020-06-16,1.592266e+09,9426.05000000,9589.00000000,9373.09000000,9525.59000000,52052.44692700
2020-06-17,1.592352e+09,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.41115200
2020-06-18,1.592438e+09,9465.13000000,9489.00000000,9280.00000000,9386.32000000,37381.95376500
2020-06-19,1.592525e+09,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.98367300
2020-06-20,1.592611e+09,9310.23000000,9395.00000000,9170.95000000,9358.95000000,30329.06538400
2020-06-21,1.592698e+09,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.92623400
2020-06-22,1.592784e+09,9294.69000000,9780.00000000,9277.09000000,9685.69000000,57895.46834300
2020-06-23,1.592870e+09,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.02938000
2020-06-24,1.592957e+09,9624.33000000,9670.00000000,9208.00000000,9296.49000000,61571.56146400
2020-06-25,1.593043e+09,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.61915600
2020-06-26,1.593130e+09,9249.49000000,9298.00000000,9045.45000000,9162.21000000,50292.29827700
2020-06-27,1.593216e+09,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.93011300
2020-06-28,1.593302e+09,9012.00000000,9191.00000000,8948.06000000,9116.35000000,30688.17642100
2020-06-29,1.593389e+09,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.29326100
2020-06-30,1.593475e+09,9192.93000000,9205.00000000,9064.89000000,9138.55000000,31463.16280100
2020-07-01,1.593562e+09,9138.08000000,9292.00000000,9080.10000000,9232.00000000,38488.52869900
2020-07-02,1.593648e+09,9231.99000000,9261.96000000,8940.00000000,9086.54000000,45725.16807600
2020-07-03,1.593734e+09,9086.54000000,9125.00000000,9037.47000000,9058.26000000,28943.42017700
2020-07-04,1.593821e+09,9057.79000000,9190.00000000,9040.04000000,9135.46000000,26441.96848400
2020-07-05,1.593907e+09,9135.00000000,9145.24000000,8893.03000000,9069.41000000,34073.65362700
2020-07-06,1.593994e+09,9069.41000000,9375.00000000,9055.92000000,9344.20000000,54463.13227700
2020-07-07,1.594080e+09,9342.47000000,9379.42000000,9203.00000000,9257.39000000,34587.33667800
2020-07-08,1.594166e+09,9257.40000000,9470.00000000,9231.00000000,9436.06000000,56140.51778100
2020-07-09,1.594253e+09,9436.06000000,9440.79000000,9160.00000000,9232.43000000,48044.45064500
2020-07-10,1.594339e+09,9232.42000000,9317.48000000,9125.00000000,9288.34000000,38295.49400600
2020-07-11,1.594426e+09,9288.34000000,9299.28000000,9178.25000000,9234.03000000,22561.36600000
2020-07-12,1.594512e+09,9234.02000000,9345.00000000,9157.50000000,9302.75000000,30872.70228600
2020-07-13,1.594598e+09,9303.31000000,9343.82000000,9200.89000000,9242.62000000,42740.06911500
2020-07-14,1.594685e+09,9242.61000000,9279.54000000,9113.00000000,9255.85000000,45772.55250900
2020-07-15,1.594771e+09,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.57966500
2020-07-16,1.594858e+09,9197.60000000,9226.15000000,9047.25000000,9133.72000000,43375.57119100
2020-07-17,1.594944e+09,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.35874100
2020-07-18,1.595030e+09,9154.31000000,9219.30000000,9121.10000000,9170.28000000,22554.54145700
2020-07-19,1.595117e+09,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.01941700
2020-07-20,1.595203e+09,9208.99000000,9221.52000000,9131.00000000,9160.78000000,35458.76408200
2020-07-21,1.595290e+09,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.58248600
2020-07-22,1.595376e+09,9390.00000000,9544.00000000,9261.00000000,9518.16000000,48815.00410700
2020-07-23,1.595462e+09,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.23350000
2020-07-24,1.595549e+09,9603.27000000,9637.00000000,9463.44000000,9537.80000000,43931.13620500
2020-07-25,1.595635e+09,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.54541600
2020-07-26,1.595722e+09,9700.42000000,10111.00000000,9650.00000000,9931.54000000,65279.26931900
2020-07-27,1.595808e+09,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.93314400
2020-07-28,1.595894e+09,11029.96000000,11242.23000000,10565.00000000,10906.27000000,97267.73418700
2020-07-29,1.595981e+09,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.09423300
2020-07-30,1.596067e+09,11100.52000000,11170.00000000,10831.00000000,11099.61000000,60794.82645600
2020-07-31,1.596154e+09,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.66097400
2020-08-01,1.596240e+09,11335.46000000,11861.00000000,11220.00000000,11801.17000000,85087.48512600
2020-08-02,1.596326e+09,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.07760400
2020-08-03,1.596413e+09,11071.36000000,11473.00000000,10936.00000000,11219.81000000,56931.84147500
2020-08-04,1.596499e+09,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.11370900
2020-08-05,1.596586e+09,11191.99000000,11780.93000000,11093.00000000,11744.91000000,74970.25685200
2020-08-06,1.596672e+09,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.08502000
2020-08-07,1.596758e+09,11762.47000000,11909.94000000,11322.00000000,11594.23000000,65755.92602200
2020-08-08,1.596845e+09,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.16104000
2020-08-09,1.596931e+09,11761.02000000,11797.11000000,11521.97000000,11681.68000000,41493.06734200
2020-08-10,1.597018e+09,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.33788700
2020-08-11,1.597104e+09,11892.90000000,11935.00000000,11125.00000000,11392.08000000,90748.28463400
2020-08-12,1.597190e+09,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.61364400
2020-08-13,1.597277e+09,11564.34000000,11792.96000000,11270.36000000,11780.00000000,70132.49150200
2020-08-14,1.597363e+09,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.85269700
2020-08-15,1.597450e+09,11760.55000000,11980.00000000,11680.00000000,11852.40000000,56237.90505000
2020-08-16,1.597536e+09,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.23690600
2020-08-17,1.597622e+09,11910.99000000,12468.00000000,11769.78000000,12281.13000000,84734.21154000
2020-08-18,1.597709e+09,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.83552700
2020-08-19,1.597795e+09,11945.10000000,12020.08000000,11561.00000000,11754.59000000,73940.16960600
2020-08-20,1.597882e+09,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.25435100
2020-08-21,1.597968e+09,11853.54000000,11878.00000000,11485.81000000,11531.34000000,64448.30614200
2020-08-22,1.598054e+09,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.70164600
2020-08-23,1.598141e+09,11663.51000000,11718.07000000,11514.13000000,11648.13000000,37900.00469000
2020-08-24,1.598227e+09,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.39186700
2020-08-25,1.598314e+09,11748.19000000,11767.85000000,11117.64000000,11318.42000000,69590.92327200
2020-08-26,1.598400e+09,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.23123100
2020-08-27,1.598486e+09,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.03638300
2020-08-28,1.598573e+09,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500
2020-08-29,1.598659e+09,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.79920000
2020-08-30,1.598746e+09,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400
2020-08-31,1.598832e+09,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.61774400
2020-09-01,1.598918e+09,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800
2020-09-02,1.599005e+09,11921.97000000,11954.57000000,11160.10000000,11388.54000000,87221.84560200
2020-09-03,1.599091e+09,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.10601500
2020-09-04,1.599178e+09,10138.29000000,10627.05000000,9875.50000000,10446.25000000,92733.59911300
2020-09-05,1.599264e+09,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.60556800
2020-09-06,1.599350e+09,10166.69000000,10347.14000000,9994.86000000,10256.20000000,56368.78881500
2020-09-07,1.599437e+09,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.23067600
2020-09-08,1.599523e+09,10373.45000000,10438.00000000,9850.00000000,10126.65000000,73491.87841800
2020-09-09,1.599610e+09,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.11377600
2020-09-10,1.599696e+09,10219.29000000,10483.35000000,10070.83000000,10336.87000000,58253.75375000
2020-09-11,1.599782e+09,10336.86000000,10397.60000000,10200.00000000,10387.89000000,43830.25446700
2020-09-12,1.599869e+09,10387.89000000,10477.97000000,10269.25000000,10440.92000000,35379.15309600
2020-09-13,1.599955e+09,10440.67000000,10580.11000000,10200.00000000,10332.83000000,43837.60986500
2020-09-14,1.600042e+09,10332.84000000,10750.00000000,10212.34000000,10671.77000000,67059.29136100
2020-09-15,1.600128e+09,10671.77000000,10930.04000000,10606.48000000,10785.31000000,61822.45278600
2020-09-16,1.600214e+09,10785.23000000,11093.00000000,10661.22000000,10954.01000000,64991.51244000
2020-09-17,1.600301e+09,10954.01000000,11045.46000000,10745.83000000,10939.99000000,55601.61452900
2020-09-18,1.600387e+09,10940.00000000,11038.03000000,10812.84000000,10933.39000000,47266.72827500
2020-09-19,1.600474e+09,10933.40000000,11179.79000000,10887.37000000,11080.65000000,38440.03685800
2020-09-20,1.600560e+09,11080.64000000,11080.64000000,10723.00000000,10920.28000000,39157.92256500
2020-09-21,1.600646e+09,10920.28000000,10988.86000000,10296.35000000,10417.22000000,70683.43117900
2020-09-22,1.600733e+09,10417.22000000,10572.71000000,10353.00000000,10529.61000000,43991.23547600
2020-09-23,1.600819e+09,10529.61000000,10537.15000000,10136.82000000,10241.46000000,51876.56807900
2020-09-24,1.600906e+09,10241.46000000,10795.24000000,10190.93000000,10736.32000000,57676.61942700
2020-09-25,1.600992e+09,10736.33000000,10760.53000000,10556.24000000,10686.67000000,48101.11700800
2020-09-26,1.601078e+09,10686.57000000,10820.94000000,10644.68000000,10728.60000000,28420.83665900
